%Load Cell 1 (lbf)	Load Cell 2 (lbf)	Summed Load (lbf)	Sampling Frequency 1.652000 kHz	
	% Water:	1000	grams	
	% Pressure:	40	(psi)	
	% Temperature:	3	(C)	
	%Comments:	Group 9 data 012 Test 1	
	%Group Number	8
	%4/4/201811:06 AM
0.012	0.009	0.021
0.012	0.007	0.019
0.009	0.008	0.017
0.009	0.009	0.018
0.013	0.011	0.024
0.015	0.011	0.026
0.013	0.011	0.024
0.012	0.009	0.022
0.013	0.011	0.024
0.009	0.010	0.020
0.008	0.009	0.017
0.011	0.007	0.017
0.011	0.007	0.018
0.012	0.008	0.020
0.015	0.008	0.023
0.014	0.010	0.024
0.014	0.010	0.024
0.013	0.011	0.024
0.015	0.010	0.026
0.015	0.010	0.025
0.009	0.007	0.016
0.007	0.008	0.015
0.009	0.008	0.017
0.009	0.008	0.017
0.010	0.009	0.019
0.011	0.007	0.019
0.012	0.010	0.022
0.010	0.010	0.020
0.009	0.010	0.019
0.008	0.006	0.015
0.009	0.004	0.014
0.011	0.007	0.018
0.012	0.008	0.021
0.014	0.011	0.025
0.015	0.010	0.025
0.014	0.010	0.024
0.016	0.011	0.027
0.014	0.011	0.025
0.012	0.009	0.021
0.010	0.007	0.018
0.014	0.005	0.020
0.014	0.008	0.022
0.017	0.011	0.027
0.015	0.012	0.027
0.013	0.012	0.025
0.014	0.013	0.027
0.014	0.014	0.028
0.017	0.013	0.030
0.012	0.011	0.023
0.008	0.010	0.018
0.008	0.013	0.021
0.009	0.012	0.020
0.010	0.009	0.019
0.012	0.012	0.024
0.011	0.010	0.021
0.010	0.009	0.019
0.010	0.008	0.017
0.007	0.008	0.016
0.008	0.006	0.014
0.009	0.008	0.017
0.014	0.008	0.022
0.018	0.009	0.027
0.018	0.012	0.030
0.016	0.012	0.028
0.019	0.011	0.031
0.016	0.010	0.026
0.013	0.010	0.023
0.011	0.008	0.019
0.010	0.007	0.018
0.012	0.006	0.018
0.013	0.003	0.016
0.014	0.006	0.020
0.013	0.009	0.022
0.015	0.009	0.024
0.014	0.012	0.026
0.014	0.012	0.026
0.014	0.008	0.021
0.009	0.007	0.016
0.008	0.007	0.015
0.009	0.010	0.019
0.009	0.009	0.018
